date,title,site_id,company,technology_stack,salary_margin,salary,required_experience
2024-01-02,"PHP, Python Web Developer",/jobs/3974036/,Soaring Venture Corp.,"['PHP', 'Java', 'Python', 'SQL', 'HTML', 'CSS', 'WEB', 'API']","[42000, 46000]",44000.0,5
2024-01-02,Програміст PHP Developer (автозапчастини),/jobs/5471074/,ULC,"['PHP', 'Java', 'SQL', 'HTML', 'CSS']",[40000],40000.0,1
2023-12-27,WordPress Designer Elementor Developer,/jobs/5457136/,Busyness Launch,"['English', 'HTML', 'CSS', 'WEB']","[8000, 20000]",14000.0,2
2024-01-05,Front-end програміст,/jobs/5359282/,Vis0,"['Java', 'English', 'WEB']","[15000, 45000]",30000.0,1
2023-12-27,Front-end developer,/jobs/5380421/,Skalar,"['Java', 'JS', 'Docker', 'HTML', 'CSS', 'GIT', 'API', 'CI/CD', 'NodeJS']","[34000, 45000]",39500.0,2
2024-01-08,.Net-програміст,/jobs/5451306/,Kenner Soft Service GmbH,"['SQL', 'C#']",Unknown,,2
2024-01-08,"Програміст 1C, BAS",/jobs/5419883/,"ВСТ-Ойл, ТОВ","['SQL', '1С', 'WEB', 'API']",As interview result,,1
2023-12-20,Інженер-програміст верстатів з програмним керуванням,/jobs/5461121/,"Екватор, завод, АТ",[],[15000],15000.0,5
2024-01-09,Інженер-програміст АСУ ТП (Junior),/jobs/5480972/,Пролайт Аутомейшн,"['JS', 'SQL', 'C#', 'WEB']",As interview result,,1
2023-12-27,"Full stack програміст (PHP, JS)",/jobs/5417549/,We.ua,"['PHP', 'Java', 'JS', 'SQL', 'Ruby', 'HTML', 'CSS', 'GIT', 'API', 'Redis']","[30000, 50000]",40000.0,1
2023-12-11,"Business Analyst, Corezoid, Node-red Developer",/jobs/5450971/,Vandal Vape,['Java'],"[35000, 70000]",52500.0,1
2023-12-14,WordPress-розробник,/jobs/5342183/,Оссистем,"['PHP', 'Java', 'HTML', 'CSS']",Unknown,,2
2023-12-21,Программист Golang,/jobs/5462618/,The Unit,"['SQL', 'Docker', 'GIT', 'API']",Unknown,,5
2023-12-31,"Програміст PHP, Yii2, Vue",/jobs/5469395/,"Всеосвіта, ТОВ","['PHP', 'JS', 'SQL', 'SEO', 'Redis']",As interview result,,2
2024-01-04,PHP Developer,/jobs/4394695/,Kenner Soft Service GmbH,"['PHP', 'Java', 'SQL', 'Docker', 'HTML', 'CSS', 'GIT', 'Redis']",Unknown,,1
2024-01-08,Програміст 1C,/jobs/5274161/,Юнiк Трейд,['1С'],Unknown,,5
2023-12-27,"Web developer (WordPress, OpenCart)",/jobs/5467070/,ItSites,"['PHP', 'SQL', 'HTML', 'CSS', 'WEB']","[15000, 30000]",22500.0,2
2023-12-14,Shopify Developer,/jobs/4920020/,"Split Development, LLC","['Java', 'JS', 'HTML', 'CSS', 'GIT', 'WEB', 'API', 'SEO']",Unknown,,1
2024-01-10,Програміст 1C,/jobs/5126811/,TAV,"['SQL', '1С']","[35000, 50000]",42500.0,2
2024-01-04,"Інженер-програміст (BAS, 1С)",/jobs/5462748/,Кондитерська Корпорація ROSHEN,"['JS', '1С', 'WEB']",[120000],120000.0,2
2024-01-10,Corezoid developer,/jobs/5471523/,EVA.tech,"['Java', 'SQL', 'WEB', 'API']",Unknown,,2
2023-12-22,Junior+/Middle Flutter Developer,/jobs/5463584/,Давай займемось текстом,[],"[37000, 45000]",41000.0,1
2023-12-18,"Особистий помічник для програміста, Researcher, Sourcer",/jobs/5459227/,"Конончук Б.Ю., ФОП",[],As interview result,,0
2023-12-18,Front-end програміст,/jobs/5458164/,IndagoDev,"['JS', 'HTML', 'CSS', 'GIT', 'WEB']","[33000, 38000]",35500.0,2
2023-12-11,"Програміст PHP, Backend Developer",/jobs/5020034/,Maxopen,"['PHP', 'JS', 'SQL', 'HTML', 'CSS', 'API']","[25000, 35000]",30000.0,0
2023-12-14,"Trainee, Junior Wordpress Developer",/jobs/3902352/,Appexoft,"['PHP', 'JS', 'SQL', 'English', 'HTML', 'WEB', 'API']",Unknown,,0
2024-01-02,Linux C Developer,/jobs/5470007/,IT Recruitment Solutions (ITRS.ua) ®,['English'],"[162000, 180000]",171000.0,2
2024-01-08,"Інженер-електронік, розробник",/jobs/5404470/,РКС,[],As interview result,,2
2024-01-09,Backend Developer (Golang),/jobs/5215217/,American Technologies Network (ATN),"['Java', 'JS', 'SQL', 'Docker', 'English', 'HTML', 'CSS', 'GIT', 'WEB', 'API', 'Redis']",As interview result,,2
2024-01-02,Web-розробник (Shopify),/jobs/5470627/,Ace Marks,"['Java', 'HTML', 'CSS', 'WEB', 'SEO']","[40000, 60000]",50000.0,2
2024-01-07,"Middle+ програміст PHP (Laravel, ReactJS)",/jobs/5223323/,"Профдрайв, ООО","['PHP', 'Java', 'JS', 'SQL', 'Docker', 'HTML', 'CSS', 'GIT', 'WEB']",[37000],37000.0,1
2023-12-20,PHP Developer (Wordpress),/jobs/2373329/,Plugiton,"['PHP', 'Java', 'SQL', 'HTML', 'CSS', 'GIT']",Unknown,,2
2023-12-20,Програміст Golang,/jobs/5461981/,VIP Design,"['SQL', 'Docker', 'GIT', 'CI/CD']",As interview result,,2
2023-12-25,"Back end developer (Twitch, Kick, Youtube API integration for chat)",/jobs/5465266/,"Гоголь Е.О., ФЛП","['JS', 'Python', 'API']",Unknown,,2
2024-01-08,Програміст 1C,/jobs/5327807/,ProSteer Group,"['1С', 'WEB', 'API']",Unknown,,2
2024-01-08,Програміст PHP,/jobs/5479100/,Korovo,[],As interview result,,1
2024-01-04,Unity Hypercasual Game Developer,/jobs/4464568/,Mobi Screen Apps,['C#'],As interview result,,1
2024-01-10,Middle Unity game developer,/jobs/5482344/,24Play,['C#'],Unknown,,2
2024-01-09,Full-stack програміст (Strong Junior),/jobs/5055123/,Аптека АНЦ,"['Java', 'Python', 'SQL', 'Django']",[29000],29000.0,2
2024-01-08,BI developer,/jobs/5033926/,Dnipro-M,"['SQL', 'ETL']",Unknown,,2
2023-12-26,Middle Web Developer (WordPress),/jobs/5465610/,IM4U Digital Marketing Agency,"['PHP', 'Java', 'HTML', 'CSS', 'GIT', 'WEB']",Unknown,,2
2024-01-06,Middle Full Stack Developer,/jobs/5451362/,NextDay Company,[],"[15000, 40000]",27500.0,2
2024-01-09,"Full-stack Developer (Laravel, React)",/jobs/5480478/,Rezet,"['PHP', 'SQL', 'Docker', 'API', 'Redis']",Unknown,,2
2023-12-11,Middle/Senior WordPress Developer,/jobs/4565507/,Impax agency,"['PHP', 'Java', 'SQL', 'English', 'HTML', 'CSS', 'GIT', 'WEB', 'API']",Unknown,,2
2024-01-10,Magento developer (Middle/Senior),/jobs/5482827/,OGD Solutions,"['PHP', 'Java', 'JS', 'SQL', 'HTML', 'CSS', 'GIT']","[70000, 110000]",90000.0,2
2024-01-02,Back-end Developer (PHP),/jobs/5435391/,Perspective,"['PHP', 'SQL', 'Docker', 'HTML', 'CSS', 'GIT', 'API']",Unknown,,1
2023-12-27,PHP-розробник,/jobs/5385443/,Work.ua,"['PHP', 'Java', 'JS', 'SQL', 'Docker', 'GIT', 'API', 'NodeJS', 'Redis']",Unknown,,2
2024-01-08,Програміст 1C,/jobs/5477725/,"Діла, медична лабораторія",['1С'],Unknown,,2
2024-01-06,"Инженер электроники, электромеханики, конструктор, программист, исследователь",/jobs/4618763/,Углерод-Украина,[],Unknown,,1
2023-12-18,"Middle, Strong Junior OpenCart Developer",/jobs/5458703/,Slan,"['Java', 'HTML', 'CSS', 'GIT']","[30000, 40000]",35000.0,2
2024-01-10,Разработчик LinkedIn Design,/jobs/5482967/,"NEO Engineering, GmbH",[],As interview result,,5
2024-01-05,Oracle developer,/jobs/5367602/,ТАС,"['SQL', 'GIT']",Unknown,,2
2024-01-04,PHP/Fullstack developer,/jobs/5474208/,Inforotor,"['PHP', 'Java', 'SQL', 'GIT', 'API']","[80000, 100000]",90000.0,2
2023-12-27,"Програміст, розробник типових рішень BAS",/jobs/3607331/,Спілка Автоматизаторів Бізнесу,[],Unknown,,2
2024-01-10,Delphi developer,/jobs/5258331/,"БаДМ, ТОВ",['SQL'],Unknown,,1
2024-01-02,"Middle Full-Stack Developer (PHP, MySQL, PDL UA)",/jobs/5470097/,"ФК Просто Кредит, ТОВ","['PHP', 'Java', 'SQL', 'HTML', '1С', 'API']","[30000, 45000]",37500.0,1
2024-01-02,Trainee/Junior Front-end React.js developer,/jobs/4767569/,Expletech,"['Java', 'JS', 'English', 'HTML', 'CSS', 'GIT', 'WEB', 'API']",Unknown,,0
2024-01-09,Програміст 1С,/jobs/5337311/,Приват-Алко,"['JS', 'SQL', '1С']","[35000, 45000]",40000.0,2
2023-12-18,Программист WordPress,/jobs/5458502/,Exit Technologies,"['PHP', 'JS', 'HTML', 'CSS', 'API']","[15000, 18000]",16500.0,5
2023-12-18,C# Developer,/jobs/5458754/,Profit Center FX,"['SQL', 'C#']",Unknown,,2
2023-12-10,"UI Developer (Vue.js, WordPress Expertise)",/jobs/5450005/,Tech Hub AI,"['Java', 'JS', 'HTML', 'CSS', 'GIT', 'WEB', 'API']","[40000, 60000]",50000.0,2
2024-01-10,Middle Node.js Full Stack Developer,/jobs/5481727/,Інтелектуальні Інформаційні Технології,"['Java', 'JS', 'SQL', 'GIT', 'CI/CD', 'NodeJS']",As interview result,,1
2024-01-05,"Front-end developer (React, Next.js)",/jobs/5463580/,"Червоний хамелеон, Web-агенція","['Java', 'JS', 'API']","[75000, 95000]",85000.0,2
2023-12-11,"Оператор ЧПК та лазерної порізки, програміст",/jobs/5198204/,BeriVse,[],"[6700, 18000]",12350.0,0
2024-01-08,Конструктор-програміст на меблеве виробництво,/jobs/5458998/,Антей,[],As interview result,,2
2024-01-10,Web-програміст,/jobs/5482599/,Радіо Марія,"['PHP', 'SQL', 'HTML', 'WEB']","[5000, 10000]",7500.0,5
2024-01-05,"Розробник чат-ботів, CRM, мобільних та вебдодатків, Email-маркетолог, таргетолог",/jobs/5476311/,"Junior IT, школа программирования для детей","['Java', 'Python', 'Django', 'Flask']",[20000],20000.0,2
2024-01-02,"Інженер-технолог, програміст фрезувальних та токарних верстатів з ЧПК",/jobs/5395064/,"Patriot UA, Аircraft New Generation",['1С'],"[20000, 40000]",30000.0,2
2023-12-13,"Програміст PHP, YII 2, Vue.js",/jobs/3847576/,"Екосистеми онлайн, ТОВ","['PHP', 'JS', 'SQL', 'WEB']","[30000, 60000]",45000.0,2
2024-01-04,АБС Б2 Розробник,/jobs/5474628/,"Львів, банк",['SQL'],As interview result,,1
2024-01-04,Java Developer (Senior or Lead),/jobs/5324163/,Piche Ltd,"['Java', 'WEB']","[120000, 160000]",140000.0,5
2024-01-04,Програміст BAF,/jobs/5391774/,"Три О, ООО",[],Unknown,,5
2023-12-13,PHP Developer (MODX),/jobs/5454065/,Нью Тайм,"['PHP', 'Java', 'SQL', 'HTML', 'CSS']",Unknown,,1
2024-01-09,Embedded Developer (C/C++),/jobs/4007416/,American Technologies Network (ATN),"['C++', 'English', 'GIT']",As interview result,,2
2024-01-02,"Middle C/C++ Developer, розробник ПО",/jobs/5042446/,Sumix Ukraine,"['Python', 'SQL', 'C++', 'English', 'GIT']",Unknown,,2
2024-01-08,Программист,/jobs/4906579/,BeriVse,"['PHP', 'Java', 'SQL', 'HTML', 'CSS']","[6500, 18000]",12250.0,1
2023-12-11,PHP-розробник (Laravel),/jobs/5394551/,Tseiko company,"['PHP', 'Java', 'JS', 'SQL', 'Docker', 'HTML', 'CSS', 'GIT', 'API']","[35000, 60000]",47500.0,2
2023-12-12,"Junior, Middle, Senior PHP developer (Laravel)",/jobs/4606109/,WebMaestro,"['PHP', 'Java', 'SQL', 'Docker', 'GIT', 'API']",Unknown,,2
2023-12-11,Junior .NET C# Developer,/jobs/5451173/,"Екстракод, ТОВ","['SQL', 'Redis']","[37000, 55000]",46000.0,1
2024-01-09,Middle Python Developer,/jobs/4821099/,"Comparus UA (Компарус.ЮА, ТОВ)","['Python', 'Docker', 'English', 'WEB', 'API', 'Redis']",Unknown,,2
2024-01-10,C/C++ developer,/jobs/5362493/,Ozzylogik LTD,"['Java', 'SQL', 'C++', 'API']",Unknown,,5
2024-01-05,Team Lead iOS Developer,/jobs/5475452/,Wild Wild Leads,"['WEB', 'API']",Unknown,,2
2023-12-26,Інженер-програміст,/jobs/5343818/,"К-Т-С, ТзОВ","['Python', 'CSS', '1С', 'WEB']",[18000],18000.0,1
2024-01-09,Програміст 1C,/jobs/5417465/,"Прейс В.М., ФОП","['SQL', '1С']",Unknown,,2
2023-12-20,Middle Java Developer,/jobs/4080038/,Escalibre LLC,"['Java', 'JS', 'SQL', 'Docker', 'GIT', 'API']",Unknown,,2
2024-01-10,Middle PHP-розробник,/jobs/5410368/,Опендатабот,"['PHP', 'JS', 'SQL', 'HTML']",Unknown,,2
2024-01-09,Програміст 1С (BAS),/jobs/5391591/,"Компанія Інтер-Ліс, ТОВ","['SQL', '1С']",As interview result,,5
2024-01-02,Junior Webflow Developer,/jobs/5470387/,OrangeOrange,"['Java', 'HTML', 'CSS', 'WEB']",As interview result,,1
2024-01-10,Python developer (Middle/Senior),/jobs/5482955/,OGD Solutions,"['Python', 'SQL', 'Docker', 'English', 'Django', 'Flask', 'GIT', 'CI/CD', 'Redis']","[70000, 110000]",90000.0,2
2023-12-22,Програміст 1C,/jobs/5156959/,"Паритет, виробничо-комерційна компанія, ТОВ",['1С'],As interview result,,5
2024-01-10,"Програміст (1C, BAS)",/jobs/5454079/,Fishki Food distribution,['1С'],Unknown,,5
2024-01-08,"Intern/trainee analytic programmer (DAX, M, VBA, SAS, R, Python)",/jobs/5184790/,Business Research Group,['Python'],As interview result,,0
2024-01-04,Python developer (senior or lead),/jobs/5335966/,Piche Ltd,"['Python', 'Django', 'Flask', 'WEB', 'CI/CD']","[120000, 160000]",140000.0,5
2024-01-09,"PHP, JS, Backend, Web Developer",/jobs/3753938/,Solid Solutions,"['PHP', 'Java', 'JS', 'SQL', 'HTML', 'CSS', 'WEB']",Unknown,,1
2024-01-05,Strong Middle/Senior Front-end Developer (Aviation Project),/jobs/5463297/,Прогрестех-Україна,"['Java', 'Docker', 'HTML', 'CSS', 'GIT', 'API']",Unknown,,2
2023-12-14,Программист Flutter,/jobs/5455621/,SIA Efumo SSC,[],"[39000, 71000]",55000.0,2
2024-01-10,Full stack developer for CRM & Finance platform,/jobs/5481803/,Siteways,"['Java', 'Python', 'Django', 'Redis']",As interview result,,5
2023-12-28,React Native developer,/jobs/5467666/,Artius Soft,"['JS', 'HTML', 'CSS', 'GIT', 'WEB', 'API']","[15000, 40000]",27500.0,1
2024-01-09,Технолог-програміст верстатів по металу,/jobs/2514664/,"Енран, ПрАТ",['1С'],[30000],30000.0,2
2024-01-02,"Програміст PHP (стажер, студент)",/jobs/2989069/,Albedo-Tech,"['PHP', 'Python']",Unknown,,0
2024-01-04,Програміст 1C,/jobs/5382914/,Kosmotech,['1С'],"[30000, 50000]",40000.0,2
2024-01-05,Backend Magento developer,/jobs/2050664/,SaM Solutions,"['PHP', 'Java', 'CSS', 'Redis']",Unknown,,1
2024-01-09,Intern Front-end Developer (Angular 2+),/jobs/5421950/,ITOP1000,"['Java', 'HTML', 'CSS']",Unknown,,0
2023-12-29,"Senior, Team Lead Frontend-разработчик (React)",/jobs/5326298/,Smartdigit,"['Java', 'JS', 'SQL', 'Docker', 'HTML', 'CSS', 'GIT', 'WEB', 'API']","[80000, 140000]",110000.0,5
2023-12-24,"Програміст OpenCart, web-дизайнер",/jobs/4739597/,"Зелений Бір, еко-корпорація","['PHP', 'Java', 'SQL', 'HTML', 'CSS']","[15000, 37000]",26000.0,5
2024-01-09,Програміст 1C,/jobs/5342238/,Solagro,"['1С', 'WEB', 'API']",Unknown,,5
2024-01-10,Програміст ЧПК,/jobs/5466822/,Unknown,[],"[30000, 45000]",37500.0,1
2024-01-08,Android developer,/jobs/5068876/,Solid Solutions,"['Java', 'SQL', 'GIT', 'WEB', 'API']",Unknown,,1
2023-12-28,Senior Java developer,/jobs/3697980/,Traffic Label,"['Java', 'SQL', 'English']",Unknown,,5
2024-01-09,Embedded-розробник,/jobs/5417784/,INT24,[],As interview result,,1
2023-12-12,Frontend-розробник,/jobs/5452214/,Монохром-сервіс,"['PHP', 'Java', 'HTML', 'CSS']",[147000],147000.0,1
2024-01-09,Junior Frontend Developer,/jobs/5452099/,"Агротеп, ТОВ","['Java', 'HTML', 'CSS', 'GIT', 'API']",Unknown,,1
2023-12-21,Інженер-програміст АСУ ТП,/jobs/5177396/,"Преобразователь-комплекс, НПП, ООО",[],"[20000, 30000]",25000.0,2
2023-12-14,Python developer,/jobs/5302747/,Appexoft,"['Python', 'SQL', 'Django', 'GIT', 'WEB']",Unknown,,1
2024-01-05,Support Software Engineer,/jobs/5379667/,ТАС,['SQL'],Unknown,,1
2024-01-03,Программист PHP,/jobs/1871479/,Dabltech LTD,"['PHP', 'Java', 'SQL', 'HTML', 'GIT', 'WEB', 'API']",[70000],70000.0,2
2023-12-29,Sr. Full Stack Developer,/jobs/5468510/,Solve.Care,"['Java', 'JS', 'Docker', 'English', 'GIT', 'WEB', 'API', 'CI/CD']",Unknown,,5
2023-12-13,"JS, PHP Developer",/jobs/5454081/,Redoo Ukraine,"['PHP', 'JS', 'SQL', 'English', 'HTML', 'CSS', 'GIT']","[30000, 40000]",35000.0,1
2023-12-27,Програміст баз даних,/jobs/5222013/,СофтПро Глобал,"['PHP', 'Java', 'SQL', 'HTML', 'CSS', '1С', 'WEB']","[20000, 60000]",40000.0,2
2023-12-27,Senior Back-end Developer,/jobs/3813574/,Brick technology Ukraine,"['PHP', 'JS', 'SQL', 'HTML', 'CSS', 'GIT', 'WEB']","[75000, 95000]",85000.0,5
2023-12-25,Програміст,/jobs/5083771/,"Кронос Технолоджі, НВП, ТОВ",[],As interview result,,0
2024-01-08,Middle Node.js Developer,/jobs/5458714/,WebbyLab,"['PHP', 'Java', 'JS', 'SQL', 'Docker', 'English', 'WEB', 'NodeJS']",Unknown,,2
2024-01-10,"Інженер-конструктор, винахідник, розробник",/jobs/4212570/,Дом Рекламы (Киев),[],"[25000, 30000]",27500.0,1
2024-01-05,Програміст QV,/jobs/5421018/,Аптека АНЦ,"['SQL', 'ETL']",Unknown,,2
2023-12-27,Програміст 1C,/jobs/5109709/,Інтеркерама,"['1С', 'API']",As interview result,,2
2024-01-09,"Програміст (1C, BAS KУП)",/jobs/5429901/,"Бі Бі Клаб, ТОВ","['SQL', '1С']","[60000, 80000]",70000.0,1
2024-01-10,Програміст-автоматизатор (ZennoPoster),/jobs/5425678/,"Гореліков О.О., ФОП","['SQL', 'C#', 'API']","[14000, 40000]",27000.0,1
2024-01-02,Node.js Developer,/jobs/5470105/,Swan Software Solutions,"['Java', 'JS', 'SQL', 'English', 'GIT']",Unknown,,2
2024-01-04,"Програміст (Delphi, Oracle PL/SQL)",/jobs/5363366/,"ІнфоПлюс, АТ","['SQL', 'GIT', 'API']",Unknown,,2
2024-01-02,Middle Python Developer,/jobs/5437236/,KeyUa,"['JS', 'Python', 'Docker', 'English', 'HTML', 'Django', 'Flask', 'CSS', 'WEB', 'API']",Unknown,,2
2023-12-14,Програміст BAS (1C),/jobs/4563570/,Эккаунт,"['SQL', '1С']","[50000, 60000]",55000.0,2
2023-12-22,PHP Senior developer (Yii2),/jobs/5464165/,Unidragonsmedia,"['PHP', 'Java', 'SQL', 'Docker', 'CSS', 'GIT', 'API', 'Redis']","[75000, 185000]",130000.0,5
2023-12-19,Joomla ООП Middle Full stack Web-програміст (PHP),/jobs/5006715/,"Люменіс, мережа центрів лазерної епіляції та косметології","['PHP', 'JS', 'SQL', 'HTML']","[30000, 40000]",35000.0,2
2023-12-18,"Unity, С# Developer",/jobs/4691342/,BG Games,"['C#', 'GIT', 'API']","[22000, 32000]",27000.0,2
2024-01-10,Senior Android Developer,/jobs/5454204/,Fishki Food distribution,['SQL'],Unknown,,2
2024-01-05,"Junior, Middle WordPress PHP Developer",/jobs/5438234/,Admix Global,['PHP'],As interview result,,1
2024-01-05,Програміст 1C,/jobs/5475008/,"Ekipazh, завод","['1С', 'API']",As interview result,,2
2024-01-02,"Front-end developer, HTML-верстальник",/jobs/4941286/,"Горбачова О.В., ФЛП","['JS', 'HTML', 'CSS', 'GIT', 'WEB']","[35000, 45000]",40000.0,0
2024-01-04,"Розробник бізнес-логіки системи автоматизації підприємства, програміст 1С",/jobs/5433155/,МАКК Системс,"['Java', 'HTML', 'CSS', '1С', 'API']",Unknown,,1
2024-01-04,".NET Developer (Senior, Lead)",/jobs/5324235/,Piche Ltd,"['C#', 'WEB']","[120000, 160000]",140000.0,5
2024-01-02,Програміст 1C,/jobs/3652271/,Авантаж 7,"['SQL', '1С']",As interview result,,2
2024-01-08,Android developer,/jobs/5211358/,Makarenko IT Studio,['API'],"[50000, 80000]",65000.0,1
2023-12-26,WordPress-розробник,/jobs/3594900/,Rivo.Agency,"['PHP', 'JS', 'SQL', 'HTML', 'CSS', 'GIT', 'WEB', 'API']",Unknown,,2
2024-01-08,C#/.Net Developer,/jobs/5213536/,PNN Soft,"['Java', 'SQL', 'C#', 'English', 'HTML', 'CSS', 'WEB']",Unknown,,0
2024-01-08,Інженер-програміст (SAP),/jobs/5478386/,Прикарпаттяобленерго,[],[13800],13800.0,2
2024-01-04,Junior Business Developer,/jobs/5384082/,SBSB Fintech lawyers,['English'],Unknown,,1
2023-12-11,MS Dynamics 365 F&O Developer,/jobs/4058781/,Out Smart Team,"['SQL', 'English']",Unknown,,2
2024-01-05,WordPress Developer,/jobs/5202727/,AbeloHost B.V.,"['PHP', 'JS', 'SQL', 'HTML', 'CSS', 'API']","[34000, 67800]",50900.0,1
2024-01-09,Програміст 1C,/jobs/5249206/,Офіс Центр,['1С'],As interview result,,1
2023-12-21,"Affiliate manager, Business Developer",/jobs/5462882/,Sodi agency,['English'],[56000],56000.0,1
2023-12-18,Системний програміст,/jobs/4984585/,"Артон, ЧП",['C++'],"[20000, 50000]",35000.0,2
2024-01-04,Повер ВІ розробник (Power BI Developer),/jobs/5462312/,PwC Service Delivery Center,"['SQL', 'ETL', 'HTML']",Unknown,,2
2023-12-29,"PHP Developer (Laravel), TypeScript, React",/jobs/5434750/,"Ідейл, ТОВ","['PHP', 'Java', 'SQL', 'Docker', 'GIT', 'WEB', 'API', 'Redis']","[60000, 140000]",100000.0,1
2024-01-10,Програміст 1C,/jobs/5438827/,Ozzylogik LTD,['1С'],Unknown,,2
2024-01-08,Junior C#/.Net developer,/jobs/1161551/,PNN Soft,"['Java', 'SQL', 'C#', 'HTML', 'CSS', 'WEB']",Unknown,,1
2024-01-10,PHP developer,/jobs/5461753/,SoftSvit,"['PHP', 'SQL', 'GIT', 'API', 'Redis']",Unknown,,2
2024-01-02,Програміст 1C,/jobs/5470503/,Agro-market,['1С'],[40000],40000.0,2
2024-01-04,Інженер-програміст,/jobs/5399584/,Укрпошта,[],[10700],10700.0,0
2023-12-18,Junior PHP Full-stack developer,/jobs/5458803/,Orbuculum,"['PHP', 'JS', 'SQL', 'Docker', 'GIT', 'Redis']","[16000, 24000]",20000.0,0
2024-01-10,"Програміст BAS, ""1С:Підприємство 8""",/jobs/2172398/,"Системи для бізнесу, ТОВ",['1С'],[45000],45000.0,2
2024-01-05,Laravel-разработчик,/jobs/4758967/,Crazy Dev,"['PHP', 'Java', 'JS', 'HTML', 'CSS']","[10000, 30000]",20000.0,1
2024-01-06,Full-Stack Developer (.Net),/jobs/4004998/,АТБ-маркет,"['SQL', 'Docker', 'C#', 'GIT', 'WEB']",Unknown,,2
2023-12-25,"Hardware developer, інженер-електронік",/jobs/3474723/,DEC Ukraine,[],Unknown,,1
2024-01-10,Senior Low-Code Developer (Corezoid),/jobs/5471712/,ТАС,[],Unknown,,1
2024-01-10,Помічник програміста (SQL),/jobs/5460918/,"Алеф, корпоративный департамент персонала",['SQL'],As interview result,,0
2023-12-21,Програміст,/jobs/5462253/,Верховний Суд,"['Java', 'Python', 'SQL', 'API']",As interview result,,1
2024-01-02,Junior C++ програміст,/jobs/5363305/,Robol,['C++'],As interview result,,0
2024-01-10,Програміст BAS (1С),/jobs/4175296/,"І-АР-ПІ Рішення, ТОВ",['1С'],"[40000, 45000]",42500.0,2
2024-01-04,Node.js web3 developer,/jobs/5474892/,DegenSoft,"['JS', 'Python', 'API']","[113000, 187000]",150000.0,2
2024-01-05,"Full-stack PHP developer (Laravel, Angular)",/jobs/5476280/,Softoria,"['PHP', 'JS', 'SQL']","[36000, 60000]",48000.0,1
,"Програміст 1C (BAS, BAF)",/jobs/5459024/,Sister's Aroma,['1С'],Unknown,,2
2024-01-10,Розробник ПЗ для інтерактивних сенсорних систем,/jobs/5185307/,Elpix,"['Java', 'C++', 'C#']","[30000, 50000]",40000.0,2
2024-01-07,Junior PHP Developer,/jobs/5402986/,Paybis,"['PHP', 'SQL']",Unknown,,1
2023-12-24,DraftBit Programmer,/jobs/5464568/,Dust Busters Plus LLC,[],As interview result,,1
2024-01-05,PHP middle developer,/jobs/5469023/,Content Mania,"['PHP', 'Java', 'JS', 'SQL', 'Docker', 'HTML', 'CSS', 'GIT', 'API']","[76000, 96000]",86000.0,2
2024-01-09,WordPress developer,/jobs/5440275/,R.O.N Projects,"['PHP', 'Java', 'English', 'CSS', 'WEB']",As interview result,,2
2023-12-24,"Програміст (PHP, HTML, Laravel)",/jobs/3152540/,Webkey.one,"['PHP', 'Java', 'SQL', 'HTML', 'CSS']","[20000, 30000]",25000.0,2
2024-01-08,PHP developer,/jobs/5451232/,EvoPlay,"['PHP', 'JS', 'SQL', 'GIT', 'WEB', 'API']",Unknown,,2
2024-01-10,WordPress Full Stack Developer (Middle/Senior),/jobs/5427719/,Bright Nation,"['PHP', 'Java', 'JS', 'SQL', 'HTML', 'CSS', 'GIT', 'WEB', 'API', 'SEO', 'CI/CD']","[45000, 70000]",57500.0,2
2023-12-28,"Full Stack Developer (WordPress, Gutenberg, React, Next JS)",/jobs/5468011/,One vision,['JS'],Unknown,,5
2023-12-29,PHP developer,/jobs/4990461/,SoftGroup,['PHP'],[147000],147000.0,2
2024-01-03,Front-end розробник,/jobs/4875006/,Хорошоп,"['PHP', 'Java', 'JS', 'SQL', 'Docker', 'HTML', 'CSS', 'GIT']",Unknown,,2
2023-12-18,"Інженер-програміст, IT officer",/jobs/5363203/,Handicap international,[],[42620],42620.0,2
2024-01-09,Розробник Back-end (Middle+),/jobs/2373986/,Укр.Пей,"['JS', 'SQL', 'GIT', 'API']","[40000, 100000]",70000.0,2
2024-01-04,Програміст WordPress,/jobs/5373844/,One vision,"['PHP', 'Java', 'English', 'HTML', 'CSS', 'GIT', 'WEB']","[44400, 60000]",52200.0,2
2024-01-04,Middle Full Stack Web Developer (WP),/jobs/5282771/,Web Design Sun,"['PHP', 'JS', 'GIT', 'WEB']","[25000, 36000]",30500.0,1
2024-01-10,Розробник 1С,/jobs/5113806/,Алло,['1С'],As interview result,,2
2023-12-12,"Middle PHP Developer (Laravel, Vue.js, Nuxt.js)",/jobs/5096942/,DevinIT,"['PHP', 'Java', 'JS', 'SQL', 'HTML', 'CSS']","[25000, 40000]",32500.0,5
2023-12-27,"Системний адміністратор, програміст",/jobs/2700996/,Управління поліції охорони в Черкаській області,[],[15000],15000.0,1
2024-01-09,"Інженер-програміст, електроник (PLC, SCADA) у Київ",/jobs/5208556/,Trigla,[],"[20000, 45000]",32500.0,1
2024-01-10,Програміст 1C,/jobs/5398791/,Поло-Інвестбуд,['1С'],[10000],10000.0,1
2024-01-05,Програміст 1C,/jobs/5468827/,Країна,['1С'],Unknown,,1
2024-01-04,Програміст 1С,/jobs/5256078/,"Потоки, ТОВ","['SQL', '1С']",Unknown,,2
